Id,IsDeleted,Name,ParentId,Type,RecordTypeId,Status,StartDate,EndDate,ExpectedRevenue,BudgetedCost,ActualCost,ExpectedResponse,NumberSent,IsActive,CampaignImageId,NumberOfLeads,NumberOfConvertedLeads,NumberOfContacts,NumberOfResponses,NumberOfOpportunities,NumberOfWonOpportunities,AmountAllOpportunities,AmountWonOpportunities,HierarchyNumberOfLeads,HierarchyNumberOfConvertedLeads,HierarchyNumberOfContacts,HierarchyNumberOfResponses,HierarchyNumberOfOpportunities,HierarchyNumberOfWonOpportunities,HierarchyAmountAllOpportunities,HierarchyAmountWonOpportunities,HierarchyNumberSent,HierarchyExpectedRevenue,HierarchyBudgetedCost,HierarchyActualCost,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,CampaignMemberRecordTypeId,GW_Volunteers__Number_of_Volunteers__c,GW_Volunteers__Volunteer_Completed_Hours__c,GW_Volunteers__Volunteer_Jobs__c,GW_Volunteers__Volunteer_Shifts__c,GW_Volunteers__Volunteers_Still_Needed__c,GW_Volunteers__Volunteer_Website_Time_Zone__c,Workshop_Staff_Members__c,Workshop_Type__c,Workshop_Sponsor__c,Program_Location__c,stayclassy__Classy_Campaign_Type__c,stayclassy__Commitment__c,stayclassy__Event_Image_URL__c,stayclassy__Fundraiser_Alias__c,stayclassy__address1__c,stayclassy__address2__c,stayclassy__city__c,stayclassy__country__c,stayclassy__sc_event_id__c,stayclassy__sf_contact_id__c,stayclassy__sf_designation_id__c,stayclassy__state__c,stayclassy__venue_name__c,stayclassy__zip__c,EventbriteSync__EventbriteId__c,Event_Capacity__c,stayclassy__Classy_API_Request__c,stayclassy__Classy_Designation_Id__c,stayclassy__Classy_External_ID__c,stayclassy__Classy_Fundraising_Team__c,stayclassy__Classy_Member_ID__c,stayclassy__Classy_Organization_ID__c,stayclassy__Classy_Parent_Campaign_ID__c,stayclassy__Classy_Parent_Campaign__c,stayclassy__Classy_Team_ID__c,stayclassy__Currency_Code__c,stayclassy__End_Date__c,stayclassy__Normalized_Goal_Amount__c,stayclassy__Start_Date__c,stayclassy__Team_Role__c,stayclassy__Team__c,stayclassy__Timezone_Identifier__c,stayclassy__Allocated_Fund__c,stayclassy__Deferred_Transaction_Amount__c,stayclassy__Raw_Currency_Code__c,stayclassy__Raw_Goal_Amount__c,Date_Email_Sent__c,Number_Quality_Survey_Ratings__c,Quality_Survey_Rating_Total__c,Workshop_Length_In_Days__c,Number_of_Registrants__c,EO_Email_Campaign__c,Recommendation_Rating_Total__c,Number_Recommendation_Ratings__c,Account_Name__c,stayclassy__Classy_Mode_Checked_By_Default__c,stayclassy__Classy_Mode_Enabled__c,stayclassy__Effective_Fixed_FOT_Percent__c,stayclassy__Fixed_FOT_Percent__c
70138000001QJ1cAAG,0,USO-NC Bragg March 2017,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,3/29/2017 0:00,3/29/2017 0:00,,,,0,0,1,,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,00550000002C1oJAAS,5/18/2017 13:47,00550000002C1oJAAS,10/17/2017 13:36,00550000002C1oJAAS,10/19/2017 4:19,,,0,0,0,0,0,,Ashley Dougherty;Yesenia Craft;Kelly Kelly,Career Transition Workshop,USO-NC,"Ft. Bragg, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,,,0,0,,,,,
70138000001QJ1hAAG,0,CSU LA March 2017,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,3/2/2017 0:00,3/2/2017 0:00,,,,0,0,1,,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,00550000002C1oJAAS,5/18/2017 13:51,00550000002C1oJAAS,10/17/2017 13:36,00550000002C1oJAAS,10/19/2017 4:19,,,0,0,0,0,0,,Jamie Rimphanli;Walter Serrano;Diane Yaris,Veteran Employment Workshop,HHUSA,"Los Angeles, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,14,,0,0,,,,,
70138000001QJ1mAAG,0,Fort Story Feb 2017,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,2/22/2017 0:00,2/22/2017 0:00,,,,0,0,1,,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,00550000002C1oJAAS,5/18/2017 13:54,00550000002C1oJAAS,10/17/2017 13:51,00550000002C1oJAAS,10/19/2017 4:19,,,0,0,0,0,0,,Andrew Workman;Marshall McCloud;Kelly Kelly,Career Transition Workshop,HHUSA,"Fort Story, VA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,2,,,0,0,,,,,
70138000001QJ1rAAG,0,USO-NC Lejeune Oct 2016,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,10/12/2016 0:00,10/13/2016 0:00,,,,0,0,1,,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,00550000002C1oJAAS,5/18/2017 14:13,00550000002C1oJAAS,10/17/2017 14:47,00550000002C1oJAAS,10/19/2017 4:19,,,0,0,0,0,0,,Yesenia Craft;Molly Giles,Career Transition Workshop,USO-NC,"Camp Lejeune, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,2,,,0,0,,,,,
70138000001QJ6hAAG,0,MailChimp Campaign: Johnnie Walker Campaign,000000000000000AAA,Email,01250000000Lunn,Completed,5/19/2017 0:00,,,,0,0,692,1,,0,0,686,0,0,0,0,0,0,0,686,0,0,0,0,0,692,0,0,0,00538000004gsNsAAI,5/19/2017 18:35,00538000004gsNsAAI,5/21/2017 18:35,00538000004gsNsAAI,12/18/2018 20:26,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QJM2AAO,0,IP Survey 052317,000000000000000AAA,Email,012380000009wCN,In Progress,,,,,,0,0,1,,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,,,,00538000004gsNsAAI,5/23/2017 12:15,00538000004gsNsAAI,5/23/2017 12:15,00538000004gsNsAAI,5/15/2018 13:00,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QJN0AAO,0,Benning May 2017,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,5/24/2017 0:00,5/24/2017 0:00,,,,0,0,1,,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,00550000002C1oJAAS,5/23/2017 14:26,00550000002C1oJAAS,10/17/2017 13:38,00550000002C1oJAAS,10/19/2017 4:19,,,0,0,0,0,0,,Holly Best;Ilia M. Crawford;Reonard Childress,Career Transition Workshop,HHUSA,"Ft. Benning, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,12,,0,0,,,,,
70138000001QJN5AAO,0,Hire Heroes USA - Virtual Career Fair,000000000000000AAA,Crowdfunding,012380000009wCR,Deleted,3/14/2017 0:00,5/23/2027 0:00,4500,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,00538000004gsNsAAI,5/23/2017 14:40,00538000004gsNsAAI,5/23/2017 14:40,00538000004gsNsAAI,5/24/2017 3:03,,,0,0,0,0,0,,,,,,Campaign,,,,,,,US,122979,,a2438000001ajaKAAQ,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QJWqAAO,0,IP Survey 052517,000000000000000AAA,Email,012380000009wCN,In Progress,,,,,,0,0,1,,0,0,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,,,,00538000004gsNsAAI,5/25/2017 11:11,00538000004gsNsAAI,5/25/2017 11:11,00538000004gsNsAAI,8/27/2018 12:53,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QJXjAAO,0,Federal May 2017,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,5/24/2017 0:00,5/24/2017 0:00,,,,0,0,1,,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,00550000002C1oJAAS,5/25/2017 17:39,00550000002C1oJAAS,10/17/2017 13:39,00550000002C1oJAAS,3/24/2018 14:19,,,0,0,0,0,0,,Emily Gomez,Federal Employment Workshop,HHUSA,"Sacramento, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,22,,0,0,,,,,
70138000001QJYXAA4,0,MailChimp Campaign: May 2017 Volunteer Newsletter,000000000000000AAA,Email,01250000000Lunn,Completed,5/25/2017 0:00,,,,0,0,681,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,00538000004gsNsAAI,5/25/2017 18:35,00538000004gsNsAAI,5/27/2017 18:35,00538000004gsNsAAI,5/27/2017 18:35,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QJYwAAO,0,#Oneofthe100,000000000000000AAA,peer_to_peer,012380000009wCR,Unpublished,5/25/2017 0:00,7/6/2027 0:00,10000,,,0,0,0,,0,0,2,2,2,2,200,200,0,0,2,2,2,2,200,200,0,10500,0,0,00538000004gsNsAAI,5/25/2017 19:47,00538000004gsNsAAI,12/29/2017 7:00,00538000004mCQrAAM,12/29/2017 7:01,,,0,0,0,0,0,,,,,,Campaign,,,,,,,US,132225,,a2438000001ajaKAAQ,,,,,,,31222,Campaign-132225,,,26892,,,,USD,,,5/25/2017 0:00,,,US/Central,0,0,USD,,,0,0,,,,0,0,,,,,
70138000001QJihAAG,0,Help me raise money for Team Hire Heroes USA running in the Marine Corps Mara...,70138000001BjuzAAC,Fundraiser,012380000009wCR,Active,5/30/2017 0:00,7/31/2017 0:00,1500,,,0,0,1,,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,1500,0,0,00538000004gsNsAAI,5/30/2017 17:02,00538000004gsNsAAI,10/20/2017 23:29,00538000004gsNsAAI,1/5/2018 19:01,,,0,0,0,0,0,,,,,,Fundraiser,,,Rusty Simmons,,,,,1002517,0033800002lOWewAAG,a2438000001ajaKAAQ,,,,,,,,,,,,,70138000001BjuzAAC,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QJjkAAG,0,Help me raise money for Marine Corps Marathon 2017 - Team Hire Heroes USA,70138000001BjuzAAC,Fundraiser,012380000009wCR,Active,5/30/2017 0:00,9/30/2017 0:00,1500,,,0,0,1,,0,0,14,14,0,0,0,0,0,0,14,14,0,0,0,0,0,1500,0,0,00538000004gsNsAAI,5/30/2017 21:59,00538000004gsNsAAI,8/29/2017 17:06,00538000004gsNsAAI,1/5/2018 19:01,,,0,0,0,0,0,,,,,,Fundraiser,,,Janna Williams,,,,,1002797,0033800002lOaCrAAK,a2438000001ajaKAAQ,,,,,,,,,,,,,70138000001BjuzAAC,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QJo6AAG,0,IP Survey 060117,000000000000000AAA,Email,012380000009wCN,In Progress,,,,,,0,0,1,,0,0,37,0,0,0,0,0,0,0,37,0,0,0,0,0,0,,,,00538000004gsNsAAI,6/1/2017 12:04,00538000004gsNsAAI,6/1/2017 12:04,00538000004gsNsAAI,8/8/2017 19:12,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QJuTAAW,0,Help me raise money for Marine Corps Marathon 2017 - Team Hire Heroes USA,70138000001BjuzAAC,Fundraiser,012380000009wCR,Active,6/2/2017 0:00,7/31/2017 0:00,700,,,0,0,1,,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,700,0,0,00538000004gsNsAAI,6/2/2017 18:10,00538000004gsNsAAI,10/20/2017 23:33,00538000004gsNsAAI,1/5/2018 19:01,,,0,0,0,0,0,,,,,,Fundraiser,,,Dusty Williamson,,,,,1005390,0033800002lP0R1AAK,a2438000001ajaKAAQ,,,,,,,,,,,,,70138000001BjuzAAC,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QK0vAAG,0,MY FIRST MARATHON TO HIRE VETERANS,70138000000jOhsAAE,Fundraiser,012380000009wCR,Completed,6/5/2017 0:00,7/31/2017 0:00,3000,,,0,0,1,,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3000,0,0,00538000004gsNsAAI,6/5/2017 16:58,00538000004gsNsAAI,8/22/2017 14:25,005500000041OZSAA2,8/24/2017 3:06,,,0,0,0,0,0,,,,,,Fundraiser,,,Janna Williams,,,,,1006955,0033800002lOaCrAAK,a2438000001ajaKAAQ,,,,,,,,,,,,,70138000000jOhsAAE,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QK5BAAW,0,IP Survey 060617,000000000000000AAA,Email,012380000009wCN,In Progress,,,,,,0,0,1,,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,,,,00538000004gsNsAAI,6/6/2017 12:04,00538000004gsNsAAI,6/6/2017 12:04,00538000004gsNsAAI,6/8/2017 3:09,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QK5GAAW,0,BSF San Diego June 2017,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,6/6/2017 0:00,6/6/2017 0:00,,,,0,0,1,,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,00550000002C1oJAAS,6/6/2017 12:21,00550000002C1oJAAS,10/17/2017 13:39,00550000002C1oJAAS,1/11/2019 20:54,,,0,0,0,0,0,,Amy Dodson;Christina Littledale,Spouse Employment Workshop,Blue Star Families,"San Diego, CA",,,,,,,,,,,,,,,34239636675,25,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,15,,0,0,,,,,
70138000001QK5aAAG,0,M43 June 2017,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,6/7/2017 0:00,6/7/2017 0:00,,,,0,0,1,,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,00550000002C1oJAAS,6/6/2017 14:33,00550000002C1oJAAS,10/17/2017 13:40,00550000002C1oJAAS,10/19/2017 4:19,,,0,0,0,0,0,,Antonio Torres;Shiela Warner,Veteran Employment Workshop,Mission 43,"Couer d'Alene, ID",,,,,,,,,,,,,,,34233074046,30,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,21,,0,0,,,,,
70138000001QKA6AAO,0,Sage Philanthropic Event 2017,000000000000000AAA,,01250000000Lunn,Planned,5/16/2017 0:00,6/7/2017 0:00,,,,0,0,1,,0,0,0,0,3,3,53961.14,53961.14,0,0,0,0,3,3,53961.14,53961.14,0,,,,00538000004yOepAAE,6/6/2017 19:12,00538000004yOepAAE,6/6/2017 19:12,00538000004yOepAAE,7/21/2017 13:13,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QKAGAA4,0,Erik Allen,70138000001QJYwAAO,Fundraiser,01250000000Lunn,Active,6/6/2017 0:00,,500,,,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,00538000004gsNsAAI,6/6/2017 20:38,00538000004gsNsAAI,7/8/2017 6:00,00538000004mCQrAAM,7/8/2017 6:00,,,0,0,0,0,0,,,,,,Fundraiser,,,Top Rated MMA,,,,,1007996,,,,,,,,,,Fundraiser-1007996,,3458335,26892,132225,,,,,,6/6/2017 0:00,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QKF1AAO,0,IP Survey 060817,000000000000000AAA,Email,012380000009wCN,In Progress,,,,,,0,0,1,,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,,,,00538000004gsNsAAI,6/8/2017 10:45,00538000004gsNsAAI,6/8/2017 10:45,00538000004gsNsAAI,6/15/2017 13:20,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QKFGAA4,0,Schwab Charitable,000000000000000AAA,,01250000000Lunn,Planned,1/1/2000 0:00,12/31/2050 0:00,,,,0,0,1,,0,0,0,0,1,1,500,500,0,0,0,0,1,1,500,500,0,,,,005500000041OZSAA2,6/8/2017 13:00,005500000041OZSAA2,6/8/2017 13:00,005500000041OZSAA2,6/10/2017 2:49,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QKFkAAO,0,Fidelity Charitable Gift Fund,000000000000000AAA,,01250000000Lunn,In Progress,1/1/2000 0:00,12/31/2050 0:00,,,,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,005500000041OZSAA2,6/8/2017 14:21,005500000041OZSAA2,6/8/2017 14:21,005500000041OZSAA2,6/10/2017 2:49,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QKYNAA4,0,IP Survey 061317,000000000000000AAA,Email,012380000009wCN,In Progress,,,,,,0,0,1,,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,,,,00538000004gsNsAAI,6/13/2017 12:11,00538000004gsNsAAI,6/13/2017 12:11,00538000004gsNsAAI,8/27/2018 12:53,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QKYwAAO,0,Power HRG June 2017,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,6/14/2017 0:00,6/14/2017 0:00,,,,0,0,1,,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,00550000002C1oJAAS,6/13/2017 14:11,00550000002C1oJAAS,10/17/2017 13:40,00550000002C1oJAAS,10/19/2017 4:19,,,0,0,0,0,0,,Todd Griffith;Surrette Mazique;Reonard Childress,Veteran Employment Workshop,HHUSA,"Atlanta, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,23,,0,0,,,,,
70138000001QKq4AAG,0,IP Survey 061517,000000000000000AAA,Email,012380000009wCN,In Progress,,,,,,0,0,1,,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,,,,00538000004gsNsAAI,6/15/2017 11:36,00538000004gsNsAAI,6/15/2017 11:36,00538000004gsNsAAI,6/16/2017 1:49,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QKw2AAG,0,Robert W. Gee Memorial Donations,000000000000000AAA,Fundraiser,01250000000Lunn,In Progress,6/15/2017 0:00,12/31/2017 0:00,,,,0,0,1,,0,0,0,0,4,4,311.04,311.04,0,0,0,0,4,4,311.04,311.04,0,,,,005500000041OZSAA2,6/15/2017 17:17,005500000041OZSAA2,6/15/2017 17:17,005500000041OZSAA2,7/28/2017 3:28,7/13/2017 0:00,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QLD8AAO,0,IP Survey 062017,000000000000000AAA,Email,012380000009wCN,In Progress,,,,,,0,0,1,,0,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,00538000004gsNsAAI,6/20/2017 12:02,00538000004gsNsAAI,7/10/2017 14:51,00550000002C1oJAAS,7/10/2017 16:24,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QLL7AAO,0,JBLM June 2017,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,6/20/2017 0:00,6/20/2017 0:00,,,,0,0,1,,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,00550000002C1oJAAS,6/21/2017 12:44,00550000002C1oJAAS,10/17/2017 13:40,00550000002C1oJAAS,10/19/2017 4:19,,,0,0,0,0,0,,Noah Thomas;Lindsey Dumond,Career Transition Workshop,HHUSA,"Joint Base Lewis McChord, WA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,,,0,0,,,,,
70138000001QLLWAA4,0,Help me raise money for Marine Corps Marathon 2017 - Team Hire Heroes USA,70138000001BjuzAAC,Fundraiser,012380000009wCR,Active,6/21/2017 0:00,10/22/2017 0:00,700,,,0,0,1,,0,0,16,16,0,0,0,0,0,0,16,16,0,0,0,0,0,700,0,0,00538000004gsNsAAI,6/21/2017 15:57,00538000004gsNsAAI,10/20/2017 22:16,00538000004gsNsAAI,1/5/2018 19:01,,,0,0,0,0,0,,,,,,Fundraiser,,,Andrew Sajdera,,,,,1017561,0033800002aYR9EAAW,a2438000001ajaKAAQ,,,,,,,,,,,,,70138000001BjuzAAC,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QLN3AAO,0,Help me raise money for Marine Corps Marathon 2017 - Team Hire Heroes USA,70138000001BjuzAAC,Fundraiser,012380000009wCR,Active,6/21/2017 0:00,10/22/2017 0:00,750,,,0,0,1,,0,0,12,12,0,0,0,0,0,0,12,12,0,0,0,0,0,750,0,0,00538000004gsNsAAI,6/21/2017 19:00,00538000004gsNsAAI,10/21/2017 19:24,00538000004gsNsAAI,1/5/2018 19:01,,,0,0,0,0,0,,,,,,Fundraiser,,,Alyssalee Boyd,,,,,1017696,0033800002lQCZ3AAO,a2438000001ajaKAAQ,,,,,,,,,,,,,70138000001BjuzAAC,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QLPEAA4,0,IP Survey 062217,000000000000000AAA,Email,012380000009wCN,In Progress,,,,,,0,0,1,,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,,,,00538000004gsNsAAI,6/22/2017 12:07,00538000004gsNsAAI,6/22/2017 12:07,00538000004gsNsAAI,6/23/2017 0:58,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QLbAAAW,0,NYFA Workshop LA June 2017,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,6/24/2017 0:00,6/24/2017 0:00,,,,0,0,1,,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,00550000002C1oJAAS,6/26/2017 19:23,00550000002C1oJAAS,10/17/2017 13:40,00550000002C1oJAAS,10/19/2017 4:19,,,0,0,0,0,0,,Jamie Rimphanli;Walter Serrano,Career Transition Workshop,HHUSA,"Los Angeles, CA",,,,,,,,,,,,,,,34544151487,30,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,18,,0,0,,,,,
70138000001QLccAAG,0,AIS Dallas June 2017,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,6/27/2017 0:00,6/27/2017 0:00,,,,0,0,1,,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,00550000002C1oJAAS,6/27/2017 12:40,00550000002C1oJAAS,10/17/2017 13:40,00550000002C1oJAAS,10/19/2017 4:19,,,0,0,0,0,0,,Laura Talbot;Michelle Slaughter;Kimberly Leckband,Veteran Employment Workshop,HHUSA,"Dallas, TX",,,,,,,,,,,,,,,34570717948,30,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,29,,0,0,,,,,
70138000001QLcrAAG,0,Carlsbad June 2017,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,6/27/2017 0:00,6/27/2017 0:00,,,,0,0,1,,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,00550000002C1oJAAS,6/27/2017 12:49,00550000002C1oJAAS,10/17/2017 13:41,00550000002C1oJAAS,11/20/2017 15:14,,,0,0,0,0,0,,Amy Dodson;Kayla Corbisiero;Katrina Faessel,Veteran Employment Workshop,HHUSA,"San Diego, CA",,,,,,,,,,,,,,,34570428081,30,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,26,,0,0,,,,,
70138000001QLkGAAW,0,IP Survey 062917,000000000000000AAA,Email,012380000009wCN,In Progress,,,,,,0,0,1,,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,,,,00538000004gsNsAAI,6/29/2017 11:58,00538000004gsNsAAI,6/29/2017 11:58,00538000004gsNsAAI,8/25/2017 3:06,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QLnUAAW,0,San Diego 5K 2017,000000000000000AAA,,01238000000E8RT,Completed,6/30/2017 0:00,,,,,0,0,1,,0,0,0,0,62,62,8624.17,8624.17,0,0,0,0,62,62,8624.17,8624.17,0,,,,00550000000z4FcAAI,6/30/2017 13:19,00550000000z4FcAAI,6/30/2017 13:19,00550000000z4FcAAI,3/30/2018 3:54,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QLo8AAG,0,MailChimp Campaign: June 2017 Volunteer Newsletter,000000000000000AAA,Email,01250000000Lunn,Completed,6/30/2017 0:00,,,,0,0,699,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,0,0,00538000004gsNsAAI,6/30/2017 16:35,00538000004gsNsAAI,7/2/2017 16:35,00538000004gsNsAAI,7/2/2017 16:35,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QM1WAAW,0,Jeff and Joscelyn's Wedding,000000000000000AAA,Fundraiser,01238000000E8RT,In Progress,1/1/2017 0:00,,,,,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,005500000041OZSAA2,7/5/2017 19:14,005500000041OZSAA2,7/5/2017 19:14,005500000041OZSAA2,9/30/2017 13:42,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QM4zAAG,0,IP Survey 070617,000000000000000AAA,Email,012380000009wCN,In Progress,,,,,,0,0,1,,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,,,,00538000004gsNsAAI,7/6/2017 12:19,00538000004gsNsAAI,7/6/2017 12:19,00538000004gsNsAAI,10/7/2017 2:55,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,,,0,0,,,,,
70138000001QMPOAA4,0,Sioux Falls July 2017,000000000000000AAA,Seminar / Conference,012380000009vyE,Completed,7/12/2017 0:00,7/12/2017 0:00,,,,0,0,1,,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,00550000002C1oJAAS,7/12/2017 15:14,00550000002C1oJAAS,10/17/2017 13:41,00550000002C1oJAAS,10/19/2017 4:19,,,0,0,0,0,0,,Daniel Popowski;Mark Mingilton;Jeffrey Haines,Veteran Employment Workshop,HHUSA,"Sioux Falls, SD",,,,,,,,,,,,,,,35141930460,30,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,8,,0,0,,,,,
